"","drivers","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"170","sppt_Est","native_SppRich",0.0169694751219001,0.0209551096190803,-0.0365489830457251,0.0698540113545763,-0.024073727879841,0.0580023278124333,-0.0178016413425774,0.0519321165625522,-0.01025330212848,0.043996568052142
"171","stmax_Est","native_SppRich",0.0650555939997073,0.0202792992640751,0.0122099299191211,0.116590621041979,0.0251688027192377,0.105469395563274,0.0319372394989269,0.0986127549463361,0.0392994443680319,0.091008215398254
"172","sppt_mm_12moPrior","native_SppRich",-0.0181705480246991,0.0380315025372671,-0.11416740312646,0.0838452683602549,-0.092105730975065,0.0565208744032855,-0.0808158705142944,0.0440290698412477,-0.0671408481887892,0.0296196626906834
"173","stmax_C_12moPrior","native_SppRich",-0.00256780466087847,0.0624871581356927,-0.174520061069982,0.16037142324453,-0.125444711807171,0.12278586682892,-0.104973292471602,0.100967900989891,-0.0815098078188516,0.0761330383787553
"174","sstrahler_streamOrder","native_SppRich",0.0109101680168815,0.0196117034310582,-0.0384988681374728,0.0617153064977836,-0.0271253488113971,0.0502816335886252,-0.021439834821104,0.0437706998716783,-0.01432479312334,0.0360697426288374
"175","saccumulation_atPoint","native_SppRich",-0.0360264968608267,0.0168688919958748,-0.0814477822186565,0.00932836023592145,-0.0688108640085596,-0.0027520724432133,-0.0638045449300753,-0.00824196174703003,-0.0575642102785701,-0.0146723875712432
"176","selevation_atPoint","native_SppRich",-0.0644538051240356,0.0382960470076905,-0.163808519150502,0.0354922295088826,-0.139247194536014,0.00986041889145891,-0.12797375693753,-0.000790138957455851,-0.113753036068617,-0.015520360718832
"177","sslope_mean","native_SppRich",0.0263163823907478,0.0283331616824103,-0.0462606573967351,0.097657309124729,-0.02940523591458,0.0821779709083132,-0.020681330076964,0.0728825645944987,-0.00983775909456716,0.0630967737620312
"178","surban_meanPerc_upstr","native_SppRich",-0.0134306300652762,0.0200451348708513,-0.0656017394751351,0.0389460765865541,-0.053078556754255,0.0254889366115399,-0.0463453363441947,0.0194299847912618,-0.0388854557025262,0.0125071611142328
"179","scrop_meanPerc_upstr","native_SppRich",-0.0118052462851639,0.0284530881084007,-0.085938439052761,0.0619999015361699,-0.0682115502323784,0.0425983342040702,-0.0594756094487811,0.0346634978953003,-0.0479393141048966,0.025059957483312
"180","sdam_impact_score_lessthan100km","native_SppRich",-0.0138902586646258,0.0231352861580682,-0.07301905361257,0.0458837545102658,-0.0589832761751222,0.0312799554558954,-0.0519124851172581,0.0237492726396602,-0.0435812547528689,0.0159344378780281
"181","Intercept","native_abund",0.00640868734435302,0.0050158058652745,-0.00689876976048888,0.0203722816175527,-0.00338481107047179,0.0164796687378541,-0.0015939462069352,0.014707884410946,0.000239216226440196,0.0128372427899274
"182","sppt_Est","native_abund",0.00430689163272581,0.00138169894978389,0.000812117626626311,0.00792451067856187,0.00165507006257306,0.00699581348092607,0.00206758814500048,0.00659371234077121,0.00253809549451764,0.00609158545070306
"183","stmax_Est","native_abund",0.000753952114303737,0.00130695168923124,-0.00260431199915808,0.00408472662732546,-0.00182776326630215,0.00330563475013531,-0.00140391854714384,0.00287209826719975,-0.000926487857037191,0.00243539408435965
